,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,defects
0,0.023696682464454978,0.010526315789473684,0.0,0.0,0.013500482160077147,0.00731943182428692,0.12307692307692307,0.04858074262542737,0.06983791882320894,0.0003556406799243957,0.0070052539404553416,0.0003556221055035091,0.0,0.0029498525073746312,0.024390243902439025,0.0,0.14084507042253522,0.028662420382165606,0.014285714285714285,0.012285012285012284,0.012422360248447206,b'false'
1,0.026474633926649397,0.01082858862639657,0.0,0.0006947399880888903,0.04767154212257255,0.03014835074418106,0.05373570800189356,0.1211325377305728,0.11542336808494039,0.003651573217002303,0.02974718395839959,0.0036515414310350483,0.09910262751538519,0.04078968874027716,0.04851784219962493,0.0,0.22555433746132164,0.06041810216717301,0.051507535144224716,0.041733764226649046,0.012779079745436947,b'false'
2,0.011848341232227489,0.0,0.0,0.0,0.013018322082931534,0.0070665744778758595,0.15384615384615385,0.039755108531446294,0.0824026150912558,0.00028094564352541205,0.0070052539404553416,0.0002809038534893758,0.037500000000000006,0.008849557522123894,0.01829268292682927,0.0,0.1267605633802817,0.03184713375796178,0.013492063492063491,0.012285012285012284,0.0,b'false'
3,0.033175355450236976,0.031578947368421054,0.06896551724137931,0.0,0.024590163934426233,0.014597986017514315,0.05384615384615385,0.11672099864832632,0.05798828657041678,0.0017041444805840104,0.014010507880910683,0.0017041444726713397,0.025,0.04129793510324484,0.04878048780487805,0.0,0.22535211267605634,0.03503184713375796,0.025396825396825397,0.02334152334152334,0.037267080745341616,b'false'
4,0.014218009478672987,0.0,0.0,0.0,0.004339440694310511,0.0019399355768534503,0.25057574769230767,0.024275615011528983,0.0371222577090711,4.709378663266971e-05,0.0017513134851138354,4.71191779855625e-05,0.0,0.0,0.0012961975609756104,0.0,0.07191955211267606,0.012400356050955415,0.004052609682539683,0.004783429729729729,0.0,b'false'
5,0.3056872037914692,0.2947368421052632,0.2068965517241379,0.41935483870967744,0.3510125361620058,0.29799793042393613,0.015384615384615384,0.4443030929474438,0.3109506946336148,0.13241030816018365,0.29772329246935203,0.13241027039983794,0.5625,0.038348082595870206,0.3231707317073171,0.0,0.46478873239436624,0.29936305732484075,0.3325396825396825,0.3796068796068796,0.34782608695652173,b'false'
6,0.011848341232227489,0.0,0.0,0.0,0.01639344262295082,0.008354219856250891,0.11538461538461536,0.0536693965174525,0.07215336420593844,0.0004483745188602135,0.008756567425569177,0.0004483930895479028,0.07500000000000001,0.0,0.024390243902439025,0.0,0.11267605633802817,0.025477707006369428,0.01746031746031746,0.014742014742014743,0.0,b'false'
7,0.014218009478672987,0.010526315789473684,0.0,0.016129032258064516,0.011571841851494697,0.0059675501685326334,0.12307692307692307,0.04921682436193051,0.056251702533369655,0.00029357977008982023,0.005253940455341506,0.00029360762788104055,0.0,0.0058997050147492625,0.012195121951219513,0.0,0.11267605633802817,0.025477707006369428,0.010317460317460317,0.013513513513513513,0.012422360248447206,b'false'
8,0.04265402843601897,0.010526315789473684,0.0,0.016129032258064516,0.029411764705882356,0.018263541591237706,0.0846153846153846,0.07481911425618193,0.11315036774720784,0.0013667469036627608,0.017513134851138354,0.0013667422541242971,0.0,0.008849557522123894,0.006097560975609756,0.0,0.2112676056338028,0.054140127388535034,0.03253968253968254,0.02457002457002457,0.012422360248447206,b'false'
9,0.011848341232227489,0.0,0.0,0.0,0.0014464802314368371,0.00046717292639456964,0.5153846153846153,0.011926532559433888,0.01814900572051212,5.571830899408241e-06,0.0,5.599690027904844e-06,0.0,0.0,0.0,0.0,0.02816901408450704,0.0031847133757961785,0.0015873015873015875,0.0012285012285012285,0.0,b'false'
10,0.1398104265402844,0.12631578947368421,0.0,0.08064516129032258,0.07425265188042429,0.05368167303968401,0.05384615384615385,0.1105192017174207,0.22514301280305096,0.005934009194254609,0.0542907180385289,0.005933999880317073,0.05,0.04424778761061947,0.0,0.0,0.26760563380281693,0.1305732484076433,0.07698412698412699,0.07002457002457002,0.11180124223602483,b'false'
11,0.05213270142180096,0.0631578947368421,0.13793103448275862,0.0,0.05014464802314369,0.027736640606203594,0.030769230769230767,0.2164268108451936,0.05941841460092617,0.006003578146226137,0.028021015761821366,0.006003536329618817,0.125,0.05014749262536873,0.1402439024390244,0.0,0.18309859154929578,0.028662420382165606,0.05476190476190476,0.042997542997543,0.07453416149068323,b'false'
12,0.04028436018957346,0.02105263157894737,0.0,0.03225806451612903,0.02844744455159113,0.017358394046348227,0.0846153846153846,0.07529617555855929,0.10688504494688096,0.0013071283130390925,0.017513134851138354,0.0013071515229318173,0.037500000000000006,0.10029498525073746,0.08536585365853659,0.0,0.18309859154929578,0.054140127388535034,0.02857142857142857,0.028255528255528253,0.024844720496894408,b'true'
13,0.026066350710900476,0.0,0.0,0.0,0.011571841851494697,0.005402270927595205,0.29230769230769227,0.02122922795579232,0.11812176518659764,0.00011454755690700108,0.005253940455341506,0.00011458470191429166,0.0,0.0,0.0,0.0,0.04225352112676056,0.028662420382165606,0.009523809523809523,0.014742014742014743,0.0,b'false'
14,0.014218009478672987,0.0,0.0,0.0,0.004811049277807954,0.0020341813923614076,0.22375027070234774,0.02774157669624592,0.03399717725274856,5.6438115535956694e-05,0.0017513134851138354,5.6438724938005456e-05,0.0,0.0028852985314858333,0.023856492735943844,0.0,0.08419881974892533,0.006508813998893647,0.006297102068667534,0.0025107710020302273,0.0,b'false'
15,0.037914691943127965,0.031578947368421054,0.0,0.016129032258064516,0.03230472516875603,0.01985484937176921,0.05384615384615385,0.10813389520553392,0.08512666848270226,0.0021470121732386424,0.01926444833625219,0.0021470214496544407,0.0125,0.0029498525073746312,0.03658536585365854,0.0,0.22535211267605634,0.04777070063694268,0.03412698412698413,0.029484029484029485,0.037267080745341616,b'false'
16,0.8530805687203793,0.7263157894736841,0.896551724137931,0.7258064516129032,0.8886210221793636,0.8961334432746955,0.007692307692307692,0.7770533513556493,0.5346976300735494,0.6963322861278364,0.8966725043782837,0.6963323200401708,0.4625,0.5634218289085545,1.0,0.0,0.9577464788732395,0.7993630573248408,0.8984126984126984,0.8734643734643734,0.6770186335403726,b'false'
17,0.013127962085308057,0.0,0.0,0.0,0.007097396335583413,0.003458551250037958,0.18676923076923074,0.03251967877872307,0.04966494143285209,0.00011144971179077843,0.0038178633975481614,0.00011140040057006517,0.014750000000000001,0.001887905604719764,0.006707317073170731,0.0,0.10112676056338028,0.01764331210191083,0.007285714285714285,0.0068058968058968055,0.0,b'false'
18,0.0078000000000000005,0.0,0.0,0.0,0.005504725168756028,0.0021752972971710344,0.25384615384615383,0.023853065118867776,0.042280032688640695,5.1888232433829184e-05,0.0017513134851138354,5.1888232192902135e-05,0.0,0.0,0.0,0.0,0.04636056338028169,0.011810191082802547,0.004761904761904762,0.006654545454545455,0.0,b'false'
19,0.2985781990521327,0.30526315789473685,0.24137931034482757,0.06451612903225806,0.3322082931533269,0.2742929921725176,0.023076923076923075,0.28790649598473406,0.4417052574230455,0.07896514830451763,0.27495621716287216,0.07896515722425204,0.08750000000000001,0.11504424778761062,0.03048780487804878,0.0,0.33802816901408456,0.2770700636942675,0.3468253968253968,0.3095823095823096,0.3602484472049689,b'false'
20,0.014218009478672987,0.0,0.0,0.0,0.0057859209257473485,0.0025221498363726825,0.3076923076923077,0.019877554265723147,0.05880550258785072,5.0127905325009475e-05,0.0017513134851138354,5.0146477861834417e-05,0.025,0.0058997050147492625,0.01829268292682927,0.0,0.056338028169014086,0.01592356687898089,0.005555555555555556,0.006142506142506142,0.0,b'false'
21,0.14691943127962087,0.11578947368421053,0.06896551724137931,0.14516129032258063,0.2372227579556413,0.19523214990644866,0.015384615384615384,0.319790093026954,0.2830291473712885,0.0624365441010439,0.19439579684763575,0.06243654381113901,0.375,0.05309734513274336,0.45121951219512196,0.0,0.4225352112676057,0.2515923566878981,0.22777777777777777,0.25184275184275184,0.13664596273291924,b'false'
22,0.014454976303317536,0.00863157894736842,0.0,0.0,0.010009643201542913,0.005291959720350287,0.17015384615384616,0.04322016379104715,0.053938300190683734,0.00025347001672194674,0.006059544658493871,0.00025349546023935917,0.0,0.012094395280235988,0.017195121951219514,0.0,0.12309859154929578,0.022611464968152868,0.010190476190476189,0.00972972972972973,0.01018633540372671,b'false'
